id,title,budget,revenue,runtime,release_date,vote_average,vote_count,popularity,overview,original_language,adult,genres,primary_genre,genre_count,production_companies,main_production_company,production_company_count,production_countries,main_production_country,is_us_movie,director,director_id,main_cast,main_cast_ids,lead_actor,lead_actor_id,release_year,release_month,release_quarter,is_summer_movie,is_holiday_movie,success_category,profit_ratio,has_awards,has_oscar_mention,is_r_rated,is_family_friendly,budget_category,runtime_category,genres_count,cast_count,core_completeness,extra_completeness,overall_completeness
9362,Tremors,11000000,48572000,96,1990-01-19,6.92,3398,4.4202,"Val McKee and Earl Bassett are in a fight for their lives when they discover that their desolate town has been infested with gigantic, man-eating creatures that live below the ground.",en,False,"Horror, Action, Science Fiction, Comedy",Horror,4,"No Frills Film, Wilson-Maddock Production",No Frills Film,2,['United States of America'],United States of America,True,Ron Underwood,33485,"Kevin Bacon, Fred Ward, Finn Carter, Michael Gross, Reba McEntire","4724, 10430, 57453, 67015, 21986",Kevin Bacon,4724,1990,1,1,False,False,Hit,4.415636363636364,False,False,False,False,Independent,Standard,4,5,1.0,0.4,0.82
11364,Regarding Henry,25000000,43001500,108,1991-07-10,6.539,610,4.4198,"After being shot, a lawyer loses his memory and must relearn speech and mobility, but he has a loving family to support him.",en,False,"Romance, Drama",Romance,2,"Paramount Pictures, Mike Nichols Productions, Scott Rudin Productions",Paramount Pictures,3,['United States of America'],United States of America,True,Mike Nichols,5342,"Harrison Ford, Annette Bening, Bill Nunn, Rebecca Miller, Bruce Altman","3, 516, 5502, 41670, 27545",Harrison Ford,3,1991,7,3,True,False,Break-even,1.72006,False,False,False,False,Mid-Budget,Standard,2,5,1.0,0.4,0.82
10982,Hoodwinked!,8000000,110000000,81,2005-12-16,6.239,1814,4.419,"Little Red Riding Hood: A classic story, but there's more to every tale than meets the eye. Before you judge a book by its cover, you've got to flip through the pages. In the re-telling of this classic fable, the story begins at the end of the tale and winds its way back. Chief Grizzly and Detective Bill Stork investigate a domestic disturbance at Granny's cottage, involving a karate-kicking Red Riding Hood, a sarcastic wolf and an oafish Woodsman.",en,False,"Animation, Comedy, Family, Crime, Music",Animation,5,"Kanbar Entertainment, Kanbar Animation, Blue Yonder Films",Kanbar Entertainment,3,['United States of America'],United States of America,True,Cory Edwards,61373,"Anne Hathaway, Glenn Close, Patrick Warburton, Jim Belushi, David Ogden Stiers","1813, 515, 9657, 26485, 28010",Anne Hathaway,1813,2005,12,4,False,True,Hit,13.75,False,False,False,False,Independent,Short,5,5,1.0,0.4,0.82
333352,Eye in the Sky,13000000,18704595,102,2015-09-07,7.006,1641,4.4174,"A UK-based military officer in command of a top secret drone operation to capture terrorists in Kenya discovers the targets are planning a suicide bombing and the mission escalates from “capture” to “kill.” As American pilot Steve Watts is about to engage, a nine-year old girl enters the kill zone, triggering an international dispute reaching the highest levels of US and British government over the moral, political, and personal implications of modern warfare.",en,False,"Drama, Thriller, War",Drama,3,"Raindog Films, Entertainment One Features",Raindog Films,2,['United Kingdom'],United Kingdom,False,Gavin Hood,13079,"Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi, Jeremy Northam","15735, 84497, 4566, 1261694, 18325",Helen Mirren,15735,2015,9,3,False,False,Break-even,1.438815,False,False,False,False,Independent,Standard,3,5,1.0,0.4,0.82
196867,Annie,65000000,136853506,118,2014-12-18,6.235,1322,4.4161,"Annie is a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan. But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks—advised by his brilliant VP and his shrewd and scheming campaign advisor—makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around.",en,False,"Comedy, Drama, Family",Comedy,3,"Marcy Media, Columbia Pictures, Olive Bridge Entertainment, Overbrook Entertainment",Marcy Media,4,['United States of America'],United States of America,True,Will Gluck,82511,"Quvenzhané Wallis, Jamie Foxx, Rose Byrne, Cameron Diaz, Bobby Cannavale","1055235, 134, 9827, 6941, 21127",Quvenzhané Wallis,1055235,2014,12,4,False,True,Break-even,2.1054385538461537,False,False,False,False,Major Studio,Standard,3,5,1.0,0.4,0.82
4564,Sex and the City,65000000,418800000,146,2008-05-12,6.6,2189,4.4145,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,en,False,"Comedy, Drama, Romance",Comedy,3,"Darren Star Productions, New Line Cinema, HBO",Darren Star Productions,3,['United States of America'],United States of America,True,Michael Patrick King,38023,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon, Chris Noth","520, 2109, 38025, 38024, 38026",Sarah Jessica Parker,520,2008,5,2,True,False,Hit,6.443076923076923,False,False,False,False,Major Studio,Long,3,5,1.0,0.4,0.82
187022,A Touch of Sin,4000000,154120,131,2013-10-04,7.2,355,4.4122,Four independent stories set in modern China about random acts of violence.,zh,False,"Drama, Crime",Drama,2,"Office Kitano, Xstream Pictures, Shanghai Film Group, Shanxi Film & Television Group, Bandai Visual, Bitters End",Office Kitano,6,"['China', 'Japan']",China,False,Jia Zhangke,24011,"Jiang Wu, Wang Baoqiang, Zhao Tao, Li Meng, Zhang Jiayi","15170, 71051, 24044, 1174686, 107775",Jiang Wu,15170,2013,10,4,False,False,Flop,0.03853,False,False,False,False,Independent,Long,2,5,1.0,0.4,0.82
172792,Holy Ghost People,2000000,120000,93,2014-05-13,5.0,26,4.4115,"On the trail of her missing sister, Charlotte enlists the help of Wayne, an ex-Marine and alcoholic, to infiltrate the Church of One Accord - a community of snake-handlers who risk their lives seeking salvation in the Holy Ghost.",en,False,"Drama, Thriller",Drama,2,"San Francisco Independent Cinema, Indie Entertainment",San Francisco Independent Cinema,2,[],,False,Mitchell Altieri,94917,"Emma Greenwell, Joe Egender, Cameron Richardson, Roger Aaron Brown, Elisa Aldridge","1155473, 127701, 49914, 44054, 1814189",Emma Greenwell,1155473,2014,5,2,True,False,Flop,0.06,False,False,False,False,Independent,Standard,2,5,1.0,0.4,0.82
5951,The Jane Austen Book Club,6000000,7163566,106,2007-09-09,6.5,383,4.4103,"Six Californians start a club to discuss the works of Jane Austen. As they delve into Austen's literature, the club members find themselves dealing with life experiences that parallel the themes of the books they are reading.",en,False,"Comedy, Romance",Comedy,2,"Mockingbird Pictures, John Calley Productions",Mockingbird Pictures,2,['United States of America'],United States of America,True,Robin Swicord,19852,"Kathy Baker, Maria Bello, Emily Blunt, Amy Brenneman, Hugh Dancy","1907, 49, 5081, 15851, 12791",Kathy Baker,1907,2007,9,3,False,False,Break-even,1.1939276666666667,False,False,False,False,Independent,Standard,2,5,1.0,0.4,0.82
313943,Revolt,4000000,24416,87,2017-07-01,5.5,384,4.41,"The story of humankind's last stand against a cataclysmic alien invasion. Set in the war-ravaged African countryside, a U.S. soldier and a French foreign aid worker team up to survive the alien onslaught. Their bond will be tested as they search for refuge across a crumbling world.",en,False,"Science Fiction, Action",Science Fiction,2,"Automatik Entertainment, Tea Shop & Film Company, Movie Power, Voltage Pictures, 42",Automatik Entertainment,5,['United Kingdom'],United Kingdom,False,Joe Miale,1404614,"Lee Pace, Bérénice Marlohe, Jason Flemyng, Sibulele Gcilitshana, Wandile Molebatsi","72095, 1030261, 973, 1892232, 205184",Lee Pace,72095,2017,7,3,True,False,Flop,0.006104,False,False,False,False,Independent,Short,2,5,1.0,0.4,0.82
