id,title,budget,revenue,runtime,release_date,vote_average,vote_count,popularity,overview,original_language,adult,genres,primary_genre,genre_count,production_companies,main_production_company,production_company_count,production_countries,main_production_country,is_us_movie,director,director_id,main_cast,main_cast_ids,lead_actor,lead_actor_id,release_year,release_month,release_quarter,is_summer_movie,is_holiday_movie,success_category,profit_ratio,has_awards,has_oscar_mention,is_r_rated,is_family_friendly,budget_category,runtime_category,genres_count,cast_count,core_completeness,extra_completeness,overall_completeness
33542,Rumble in the Bronx,7500000,76028558,106,1995-01-21,6.824,1092,6.215,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",cn,False,"Crime, Action, Comedy, Thriller",Crime,4,Orange Sky Golden Harvest,Orange Sky Golden Harvest,1,['Hong Kong'],Hong Kong,False,Stanley Tong Gwai-Lai,44916,"Jackie Chan, Anita Mui, Françoise Yip, Bill Tung Biu, Marc Akerstream","18897, 44917, 10875, 44922, 44919",Jackie Chan,18897,1995,1,1,False,False,Hit,10.137141066666667,False,False,False,False,Independent,Standard,4,5,1.0,0.4,0.82
71552,American Reunion,50000000,234989584,113,2012-04-04,6.302,4531,6.2148,"The characters we met a little more than a decade ago return to East Great Falls for their high school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t, and that time and distance can’t break the bonds of friendship.",en,False,Comedy,Comedy,1,Universal Pictures,Universal Pictures,1,['United States of America'],United States of America,True,Jon Hurwitz,68843,"Jason Biggs, Alyson Hannigan, Seann William Scott, Chris Klein, Thomas Ian Nicholas","21593, 21595, 57599, 21594, 21403",Jason Biggs,21593,2012,4,2,False,False,Hit,4.69979168,False,False,False,False,Major Studio,Standard,1,5,1.0,0.4,0.82
522938,Rambo: Last Blood,50000000,91500000,89,2019-09-18,6.5,4045,6.2134,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",en,False,"Action, Thriller, Drama",Action,3,"Millennium Media, Templeton Media, Campbell Grobman Films, Dadi Film Group, Balboa Productions",Millennium Media,5,"['China', 'United States of America']",China,True,Adrian Grünberg,589402,"Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adriana Barraza, Yvette Monreal","16483, 3627, 78994, 270, 1442968",Sylvester Stallone,16483,2019,9,3,False,False,Break-even,1.83,False,False,False,False,Major Studio,Short,3,5,1.0,0.4,0.82
22803,Law Abiding Citizen,53000000,127900000,109,2009-10-15,7.387,5412,6.2091,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,en,False,"Drama, Crime, Thriller",Drama,3,"The Film Department, Evil Twins, Warp Films, G-BASE",The Film Department,4,"['United Kingdom', 'United States of America']",United Kingdom,True,F. Gary Gray,37932,"Jamie Foxx, Gerard Butler, Colm Meaney, Bruce McGill, Leslie Bibb","134, 17276, 17782, 14888, 57451",Jamie Foxx,134,2009,10,4,False,False,Break-even,2.413207547169811,False,False,False,False,Major Studio,Standard,3,5,1.0,0.4,0.82
10336,Spawn,40000000,87840042,96,1997-07-31,5.4,1410,6.2091,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",en,False,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",Action,6,"New Line Cinema, Pull Down Your Pants Pictures, Todd McFarlane Entertainment, Juno Pix",New Line Cinema,4,['United States of America'],United States of America,True,Mark A.Z. Dippé,87130,"Michael Jai White, Martin Sheen, John Leguizamo, Theresa Randle, Nicol Williamson","64856, 8349, 5723, 4604, 51812",Michael Jai White,64856,1997,7,3,True,False,Break-even,2.19600105,False,False,False,False,Mid-Budget,Standard,6,5,1.0,0.4,0.82
64689,Killing Them Softly,15000000,37930465,97,2012-07-30,6.026,2285,6.2068,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",en,False,"Crime, Thriller",Crime,2,"Plan B Entertainment, Chockstone Pictures, 1984 Private Defense Contractors, Annapurna Pictures, Inferno Entertainment",Plan B Entertainment,5,['United States of America'],United States of America,True,Andrew Dominik,37618,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, James Gandolfini, Ray Liotta","287, 59233, 77335, 4691, 11477",Brad Pitt,287,2012,7,3,True,False,Hit,2.5286976666666665,False,False,False,False,Mid-Budget,Standard,2,5,1.0,0.4,0.82
723072,Host,100000,443807,56,2020-12-04,6.49,1019,6.2033,"Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realise they might not survive the night.",en,False,Horror,Horror,1,"Shadowhouse Films, BOO-URNS",Shadowhouse Films,2,['United Kingdom'],United Kingdom,False,Rob Savage,1129908,"Haley Bishop, Jemma Moore, Emma Louise Webb, Radina Drandova, Caroline Ward","1929090, 1824295, 2525892, 1929091, 1929089",Haley Bishop,1929090,2020,12,4,False,True,Hit,4.43807,False,False,False,False,Independent,Short,1,5,1.0,0.4,0.82
109907,Hate Story,1300000,2300000,140,2012-04-20,5.3,40,6.2007,Journalist Kavya Krishna loves tycoon Siddharth - who uses and abuses her. How far will Kavya go to get revenge?,hi,False,"Drama, Thriller",Drama,2,BVG Films,BVG Films,1,['India'],India,False,Vivek Agnihotri,126763,"Paoli Dam, Gulshan Devaiah, Saurabh Dubey, Nikhil Dwivedi, Bhairavi Goswami","150409, 1047711, 239706, 545637, 1047712",Paoli Dam,150409,2012,4,2,False,False,Break-even,1.7692307692307692,False,False,False,False,Independent,Long,2,5,1.0,0.4,0.82
149870,The Wind Rises,30000000,117932401,126,2013-07-20,7.792,3184,6.1986,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.",ja,False,"Drama, Animation, Romance, War, History",Drama,5,"Studio Ghibli, Nippon Television Network Corporation, dentsu, Hakuhodo DY Media Partners, The Walt Disney Company (Japan), d-rights, TOHO",Studio Ghibli,7,['Japan'],Japan,False,Hayao Miyazaki,608,"Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto, Masahiko Nishimura, Stephen Alpert","77921, 13250, 227612, 20333, 2023564",Hideaki Anno,77921,2013,7,3,True,False,Hit,3.931080033333333,False,False,False,False,Mid-Budget,Long,5,5,1.0,0.4,0.82
134374,Pain & Gain,25000000,87305549,130,2013-04-18,6.278,4617,6.1903,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",en,False,"Comedy, Crime, Action, Drama",Comedy,4,"Paramount Pictures, De Line Pictures, Bay Films",Paramount Pictures,3,['United States of America'],United States of America,True,Michael Bay,865,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub, Ed Harris","13240, 18918, 53650, 4252, 228",Mark Wahlberg,13240,2013,4,2,False,False,Hit,3.49222196,False,False,False,False,Mid-Budget,Long,4,5,1.0,0.4,0.82
