id,title,budget,revenue,runtime,release_date,vote_average,vote_count,popularity,overview,original_language,adult,genres,primary_genre,genre_count,production_companies,main_production_company,production_company_count,production_countries,main_production_country,is_us_movie,director,director_id,main_cast,main_cast_ids,lead_actor,lead_actor_id,release_year,release_month,release_quarter,is_summer_movie,is_holiday_movie,success_category,profit_ratio,has_awards,has_oscar_mention,is_r_rated,is_family_friendly,budget_category,runtime_category,genres_count,cast_count,core_completeness,extra_completeness,overall_completeness
10837,DuckTales: The Movie - Treasure of the Lost Lamp,20000000,18115724,74,1990-08-03,6.729,900,6.1842,"With his nephews and niece, everyone's favorite rich uncle, Scrooge McDuck, treks from his mansion home in Duckburg in search of the long-lost loot of the thief Collie Baba. But finding the goods isn't quite what it's ""quacked"" up to be! Their thrilling adventure leads to comical chaos, magical mayhem, and a lesson about what is far more valuable than money, gold and jewels.",en,False,"Adventure, Animation, Family, Comedy, Fantasy",Adventure,5,Walt Disney Animation,Walt Disney Animation,1,['France'],France,False,Bob Hathcock,67056,"Alan Young, Terence McGovern, Russi Taylor, Richard Libertini, Christopher Lloyd","21874, 162323, 6035, 20163, 1062",Alan Young,21874,1990,8,3,True,False,Flop,0.9057862,False,False,False,False,Mid-Budget,Short,5,5,1.0,0.4,0.82
399404,Darkest Hour,30000000,150847207,125,2017-11-22,7.351,5300,5.4046,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler or fight on knowing that it could mean the end of the British Empire.",en,False,"Drama, History",Drama,2,"Working Title Films, Perfect World Pictures, Focus Features",Working Title Films,3,"['United Kingdom', 'United States of America']",United Kingdom,True,Joe Wright,36588,"Gary Oldman, Stephen Dillane, Lily James, Ronald Pickup, Ben Mendelsohn","64, 8435, 1016168, 32556, 77335",Gary Oldman,64,2017,11,4,False,True,Hit,5.028240233333333,False,False,False,False,Mid-Budget,Long,2,5,1.0,0.4,0.82
5820,The Sentinel,60000000,78810595,108,2006-04-19,6.055,844,6.4374,"Veteran Secret Service agent Pete Garrison investigates a colleague's murder and is subsequently framed as a mole in an assassination attempt on the President due to the machinations of a blackmailer who knows the secret he is hiding. Disgraced, dismissed, and now a fugitive with two relentless federal investigators hot on his heels, Garrison must both clear his name and save the president from assassination.",en,False,"Action, Thriller, Crime",Action,3,"Sentinel Productions, Regency Enterprises, Epsilon Motion Pictures, Furthur Films, New Regency Pictures, Dune Entertainment, Major Studio Partners, 20th Century Fox",Sentinel Productions,8,['United States of America'],United States of America,True,Clark Johnson,47640,"Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan, Kim Basinger","3392, 2628, 52605, 42993, 326",Michael Douglas,3392,2006,4,2,False,False,Break-even,1.3135099166666666,False,False,False,False,Major Studio,Standard,3,5,1.0,0.4,0.82
13510,Eden Lake,12850990,3984669,91,2008-09-12,6.831,1942,6.3741,"When a young couple goes to a remote wooded lake for a romantic getaway, their quiet weekend is shattered by an aggressive group of local kids. Rowdiness quickly turns to rage as the teens terrorize the couple in unimaginable ways, and a weekend outing becomes a bloody battle for survival.",en,False,"Horror, Thriller",Horror,2,"Rollercoaster Films, Aramid Entertainment",Rollercoaster Films,2,['United Kingdom'],United Kingdom,False,James Watkins,63306,"Kelly Reilly, Michael Fassbender, Jack O'Connell, Finn Atkins, Thomas Turgoose","17521, 17288, 85065, 85066, 70517",Kelly Reilly,17521,2008,9,3,False,False,Flop,0.31006708432579905,False,False,False,False,Independent,Standard,2,5,1.0,0.4,0.82
2320,Executive Decision,55000000,121969216,132,1996-03-15,6.325,981,6.1338,"Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",en,False,"Action, Adventure, Drama, Thriller",Action,4,"Silver Pictures, Warner Bros. Pictures, Warner Bros. Entertainment",Silver Pictures,3,['United States of America'],United States of America,True,Stuart Baird,2523,"Kurt Russell, Steven Seagal, Halle Berry, John Leguizamo, Oliver Platt","6856, 23880, 4587, 5723, 17485",Kurt Russell,6856,1996,3,1,False,False,Break-even,2.217622109090909,False,False,False,False,Major Studio,Long,4,5,1.0,0.4,0.82
456740,Hellboy,50000000,55065289,120,2019-04-10,5.576,3563,6.0839,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",en,False,"Fantasy, Horror, Action, Adventure",Fantasy,4,"Campbell Grobman Films, Dark Horse Entertainment, Millennium Media, Boyana Film Studios, Lawrence Gordon Productions, Lloyd Levin Productions, Davis Films, Summit Entertainment",Campbell Grobman Films,8,"['Bulgaria', 'United States of America', 'France']",Bulgaria,True,Neil Marshall,57581,"David Harbour, Milla Jovovich, Ian McShane, Sasha Lane, Daniel Dae Kim","35029, 63, 6972, 1535218, 18307",David Harbour,35029,2019,4,2,False,False,Break-even,1.10130578,False,False,False,False,Major Studio,Standard,4,5,1.0,0.4,0.82
11001,Blue Streak,65000000,117758500,93,1999-09-17,6.489,1547,6.4206,"Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as an LAPD detective.",en,False,"Action, Comedy, Crime",Action,3,"Columbia Pictures, IndieProd Company Productions, Neal H. Moritz Productions, Jaffe Productions",Columbia Pictures,4,['United States of America'],United States of America,True,Les Mayfield,56911,"Martin Lawrence, Luke Wilson, Dave Chappelle, Peter Greene, Nicole Ari Parker","78029, 36422, 4169, 11803, 74615",Martin Lawrence,78029,1999,9,3,False,False,Break-even,1.8116692307692308,False,False,False,False,Major Studio,Standard,3,5,1.0,0.4,0.82
738652,Copshop,43500000,6807158,108,2021-09-09,6.281,829,6.9642,"On the run from a lethal assassin, a wily con artist devises a scheme to hide out inside a small-town police station. However, when the hit man turns up at the precinct, an unsuspecting rookie cop finds herself caught in the crosshairs.",en,False,"Thriller, Crime, Action",Thriller,3,"WarParty Films, Sculptor Media, G-BASE, Zero Gravity Management, Raven Capital Management, STXfilms, Open Road Films",WarParty Films,7,['United States of America'],United States of America,True,Joe Carnahan,40223,"Gerard Butler, Frank Grillo, Alexis Louder, Toby Huss, Chad L. Coleman","17276, 81685, 2273501, 18271, 124645",Gerard Butler,17276,2021,9,3,False,False,Flop,0.1564863908045977,False,False,False,False,Mid-Budget,Standard,3,5,1.0,0.4,0.82
402,Basic Instinct,49000000,352927224,128,1992-03-20,6.929,4127,6.4523,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",en,False,"Thriller, Mystery",Thriller,2,"Carolco Pictures, Le Studio Canal+",Carolco Pictures,2,"['United States of America', 'France']",United States of America,True,Paul Verhoeven,10491,"Michael Douglas, Sharon Stone, George Dzundza, Jeanne Tripplehorn, Denis Arndt","3392, 4430, 10477, 10478, 10480",Michael Douglas,3392,1992,3,1,False,False,Hit,7.202596408163266,False,False,False,False,Mid-Budget,Long,2,5,1.0,0.4,0.82
10413,Nowhere to Run,15000000,64000000,94,1993-01-15,6.4,752,5.4066,Escaped convict Sam Gillen single-handedly takes on ruthless developers who are determined to evict a widow with two young children.,en,False,"Action, Drama, Thriller, Romance",Action,4,"Columbia Pictures, Adelson-Baumgarten Productions",Columbia Pictures,2,['United States of America'],United States of America,True,Robert Harmon,57895,"Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin, Ted Levine, Tiffany Taubman","15111, 2165, 18793, 15854, 65036",Jean-Claude Van Damme,15111,1993,1,1,False,False,Hit,4.266666666666667,False,False,False,False,Mid-Budget,Standard,4,5,1.0,0.4,0.82
