id,title,budget,revenue,runtime,release_date,vote_average,vote_count,popularity,overview,original_language,adult,genres,primary_genre,genre_count,production_companies,main_production_company,production_company_count,production_countries,main_production_country,is_us_movie,director,director_id,main_cast,main_cast_ids,lead_actor,lead_actor_id,release_year,release_month,release_quarter,is_summer_movie,is_holiday_movie,success_category,profit_ratio,has_awards,has_oscar_mention,is_r_rated,is_family_friendly,budget_category,runtime_category,genres_count,cast_count,core_completeness,extra_completeness,overall_completeness
5955,The Pledge,35000000,29419291,123,2001-01-19,6.572,1130,5.6529,A police chief about to retire pledges to help a woman find her daughter's killer.,en,False,"Crime, Drama, Mystery, Thriller",Crime,4,"Franchise Pictures, Clyde Is Hungry Films, Pledge Productions",Franchise Pictures,3,['United States of America'],United States of America,True,Sean Penn,2228,"Jack Nicholson, Helen Mirren, Aaron Eckhart, Robin Wright, Sam Shepard","514, 15735, 6383, 32, 9880",Jack Nicholson,514,2001,1,1,False,False,Flop,0.8405511714285714,False,False,False,False,Mid-Budget,Long,4,5,1.0,0.4,0.82
413543,Dear Zindagi,4300000,3376375,151,2016-11-23,7.0,240,5.1762,An unconventional thinker helps a budding cinematographer gain a new perspective on life.,hi,False,"Drama, Romance",Drama,2,"Red Chillies Entertainment, Dharma Productions, Hope Productions",Red Chillies Entertainment,3,['India'],India,False,Gauri Shinde,1068112,"Alia Bhatt, Shah Rukh Khan, Kunal Kapoor, Angad Bedi, Ali Zafar","1108120, 35742, 53675, 232535, 127787",Alia Bhatt,1108120,2016,11,4,False,True,Flop,0.785203488372093,False,False,False,False,Independent,Long,2,5,1.0,0.4,0.82
486131,Shaft,30000000,21360215,111,2019-06-14,6.538,1781,5.8332,"JJ, aka John Shaft Jr., may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide. Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft agrees to help his progeny navigate Harlem’s heroin-infested underbelly.",en,False,"Action, Crime, Comedy, Mystery",Action,4,"Davis Entertainment, New Line Cinema",Davis Entertainment,2,['United States of America'],United States of America,True,Tim Story,20400,"Samuel L. Jackson, Jessie T. Usher, Regina Hall, Alexandra Shipp, Richard Roundtree","2231, 198847, 35705, 1253199, 6487",Samuel L. Jackson,2231,2019,6,2,True,False,Flop,0.7120071666666666,False,False,False,False,Mid-Budget,Standard,4,5,1.0,0.4,0.82
103663,The Hunt,3800000,18300000,116,2012-06-13,8.096,4472,5.1336,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",da,False,Drama,Drama,1,"Zentropa International Sweden, Zentropa Entertainments, Film i Väst",Zentropa International Sweden,3,"['Denmark', 'Sweden']",Denmark,False,Thomas Vinterberg,4453,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm, Susse Wold","1019, 4457, 1112385, 1188827, 47156",Mads Mikkelsen,1019,2012,6,2,True,False,Hit,4.815789473684211,False,False,False,False,Independent,Standard,1,5,1.0,0.4,0.82
391713,Lady Bird,10000000,79000000,94,2017-09-01,7.254,8778,5.1322,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",en,False,"Drama, Comedy",Drama,2,"IAC Films, Scott Rudin Productions, Entertainment 360",IAC Films,3,['United States of America'],United States of America,True,Greta Gerwig,45400,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges, Timothée Chalamet","36592, 12133, 72638, 1105079, 1190668",Saoirse Ronan,36592,2017,9,3,False,False,Hit,7.9,False,False,False,False,Independent,Standard,2,5,1.0,0.4,0.82
1186532,The Forge,5000000,40392664,123,2024-08-22,8.3,297,5.1308,"19 year old Isaiah Wright lives for basketball and video games. A year out of high school, he has no job, no plans, and no idea how to be a man. At odds with his single mother Cynthia, Isaiah is given an ultimatum – to step up or move out. Feeling the pull from his friends and the push from his mom, Isaiah is hired by Moore Fitness, unaware of how the owner will personally impact his life. With the prayers of his mother and unexpected guidance from his new mentor, Isaiah is forced to deal with his past, sacrifice his selfishness and discover how God might have a greater purpose for his life.",en,False,"Drama, Family",Drama,2,"Affirm Films, Kendrick Brothers, Provident Films",Affirm Films,3,['United States of America'],United States of America,True,Alex Kendrick,78040,"Aspen Kennedy Wilson, Priscilla C. Shirer, Cameron Arnett, Karen Abercrombie, T.C. Stallings","2248083, 1498038, 169396, 167132, 525138",Aspen Kennedy Wilson,2248083,2024,8,3,True,False,Hit,8.0785328,False,False,False,False,Independent,Long,2,5,1.0,0.4,0.82
408266,Birth of the Dragon,31000000,7220490,103,2017-08-25,5.791,318,5.1304,"Set against the backdrop of San Francisco’s Chinatown, this cross-cultural biopic chronicles Bruce Lee’s emergence as a martial-arts superstar after his legendary secret showdown with fellow martial artist Wong Jack Man.",en,False,"Action, Drama",Action,2,"Groundswell Productions, Kylin Pictures, WWE Studios, Good Universe, BH Tilt",Groundswell Productions,5,"['China', 'United States of America']",China,True,George Nolfi,1921,"Philip Ng Wan-Lung, Billy Magnussen, Xia Yu, Ron Yuan, Darren E. Scott","100585, 141034, 83634, 61703, 1070350",Philip Ng Wan-Lung,100585,2017,8,3,True,False,Flop,0.2329190322580645,False,False,False,False,Mid-Budget,Standard,2,5,1.0,0.4,0.82
282035,The Mummy,125000000,409231607,110,2017-06-06,5.518,7412,5.1298,"Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",en,False,"Fantasy, Thriller, Action, Adventure, Horror",Fantasy,5,"Secret Hideout, Universal Pictures, Conspiracy Factory, Sean Daniel Company",Secret Hideout,4,['United States of America'],United States of America,True,Alex Kurtzman,15345,"Tom Cruise, Annabelle Wallis, Sofia Boutella, Jake Johnson, Courtney B. Vance","500, 82809, 568657, 543505, 24047",Tom Cruise,500,2017,6,2,True,False,Hit,3.273852856,False,False,False,False,Blockbuster,Standard,5,5,1.0,0.4,0.82
274167,Daddy's Home,50000000,242786137,96,2015-12-25,6.291,3303,5.1285,"The story of a mild-mannered radio executive who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",en,False,Comedy,Comedy,1,"Paramount Pictures, Gary Sanchez Productions, Red Granite Pictures",Paramount Pictures,3,['United States of America'],United States of America,True,Sean Anders,74619,"Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church, Scarlett Estevez","23659, 13240, 1817, 19159, 1512021",Will Ferrell,23659,2015,12,4,False,True,Hit,4.85572274,False,False,False,False,Major Studio,Standard,1,5,1.0,0.4,0.82
298250,Jigsaw,10000000,104223315,91,2017-10-25,6.216,3818,5.5565,"Law enforcement finds itself chasing the ghost of a man dead for over a decade, embroiled in a diabolical new game that's only just begun.",en,False,"Horror, Mystery",Horror,2,"Twisted Pictures, A Bigger Boat, Serendipity Productions, Lionsgate",Twisted Pictures,4,['United States of America'],United States of America,True,Michael Spierig,56501,"Matt Passmore, Tobin Bell, Callum Keith Rennie, Hannah Emily Anderson, Clé Bennett","1228915, 2144, 540, 1685904, 957076",Matt Passmore,1228915,2017,10,4,False,False,Hit,10.4223315,False,False,False,False,Independent,Standard,2,5,1.0,0.4,0.82
20453,3 Idiots,9000000,70000000,171,2009-12-23,8.001,2534,5.2461,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",hi,False,"Drama, Comedy",Drama,2,"Vidhu Vinod Chopra Productions, Vinod Chopra Films",Vidhu Vinod Chopra Productions,2,['India'],India,False,Rajkumar Hirani,85675,"Aamir Khan, R. Madhavan, Sharman Joshi, Boman Irani, Kareena Kapoor Khan","52763, 85519, 53674, 35779, 37233",Aamir Khan,52763,2009,12,4,False,True,Hit,7.777777777777778,False,False,False,False,Independent,Long,2,5,1.0,0.4,0.82
