id,title,budget,revenue,runtime,release_date,vote_average,vote_count,popularity,overview,original_language,adult,genres,primary_genre,genre_count,production_companies,main_production_company,production_company_count,production_countries,main_production_country,is_us_movie,director,director_id,main_cast,main_cast_ids,lead_actor,lead_actor_id,release_year,release_month,release_quarter,is_summer_movie,is_holiday_movie,success_category,profit_ratio,has_awards,has_oscar_mention,is_r_rated,is_family_friendly,budget_category,runtime_category,genres_count,cast_count,core_completeness,extra_completeness,overall_completeness
1430,Bowling for Columbine,4000000,35564473,120,2002-10-09,7.519,1615,5.7181,"This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old. Bowling for Columbine is a journey through the US, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",en,False,"Documentary, Drama, Crime",Documentary,3,"Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG, Alliance Atlantis, Dog Eat Dog Films, Salter Street Films, United Artists",Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG,5,"['Canada', 'Germany', 'United States of America']",Canada,True,Michael Moore,17087,"Michael Moore, George H. W. Bush, George W. Bush, Charlton Heston, Jacobo Árbenz","17087, 46432, 19011, 10017, 1335009",Michael Moore,17087,2002,10,4,False,False,Hit,8.89111825,False,False,False,False,Independent,Standard,3,5,1.0,0.4,0.82
59,A History of Violence,32000000,61477797,96,2005-09-23,7.16,3480,4.2288,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,en,False,"Drama, Thriller, Crime",Drama,3,"New Line Cinema, BenderSpink, Media I! Filmproduktion München & Company",New Line Cinema,3,"['Canada', 'Germany', 'United Kingdom', 'United States of America']",Canada,True,David Cronenberg,224,"Viggo Mortensen, Maria Bello, Ed Harris, William Hurt, Ashton Holmes","110, 49, 228, 227, 225",Viggo Mortensen,110,2005,9,3,False,False,Break-even,1.92118115625,False,False,False,False,Mid-Budget,Standard,3,5,1.0,0.4,0.82
6589,Underdog,25000000,65270477,82,2007-08-03,5.6,733,4.4903,A lab accident gives a beagle named Shoeshine some serious superpowers -- a secret that the dog eventually shares with the young boy who becomes his owner and friend.,en,False,"Family, Action, Adventure, Comedy, Fantasy, Science Fiction",Family,6,"Walt Disney Pictures, Classic Media, Have No Fear Productions, Spyglass Entertainment, Maverick Films",Walt Disney Pictures,5,['United States of America'],United States of America,True,Frederik Du Chau,50582,"Jason Lee, Jim Belushi, Patrick Warburton, John Slattery, Peter Dinklage","11662, 26485, 9657, 21134, 22970",Jason Lee,11662,2007,8,3,True,False,Hit,2.61081908,False,False,False,False,Mid-Budget,Short,6,5,1.0,0.4,0.82
438808,White Boy Rick,29000000,26000000,111,2018-09-14,6.362,1138,3.7915,"The story of Richard Wershe Jr., a teenager who became an undercover informant for the police during the 1980s, and was ultimately arrested for drug trafficking and sentenced to life in prison.",en,False,"Crime, Drama",Crime,2,"Studio 8, Protozoa Pictures, LBI Productions, Columbia Pictures, Le Grisbi Productions",Studio 8,5,['United States of America'],United States of America,True,Yann Demange,208527,"Matthew McConaughey, Richie Merritt, Jennifer Jason Leigh, Bel Powley, RJ Cyler","10297, 1783255, 10431, 1201716, 1394670",Matthew McConaughey,10297,2018,9,3,False,False,Flop,0.896551724137931,False,False,False,False,Mid-Budget,Standard,2,5,1.0,0.4,0.82
458897,Charlie's Angels,48000000,73279888,118,2019-11-14,6.392,3059,4.5497,"Elena Houghlin is a scientist, engineer and inventor of Calisto -- a sustainable energy source that will revolutionize the way people use power. It will be ready as soon as she works out the last issue, if not it could be turned into a dangerous weapon. But when the cutting edge technology is pushed to an investor before she can do that, Elena turns to the Townsend Agency for help. Now, it's up to the Angels -- Jane, Sabina, and the newly recruited Elena -- to retrieve Calisto before it can be transformed into a weapon of mass destruction.",en,False,"Action, Adventure, Comedy",Action,3,"Columbia Pictures, Brownstone Productions, 2.0 Entertainment, The Cantillon Company",Columbia Pictures,4,['United States of America'],United States of America,True,Elizabeth Banks,9281,"Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks, Patrick Stewart","37917, 240724, 2092879, 9281, 2387",Kristen Stewart,37917,2019,11,4,False,True,Break-even,1.5266643333333334,False,False,False,False,Mid-Budget,Standard,3,5,1.0,0.4,0.82
13455,Push,38000000,49678401,111,2009-02-04,6.143,2331,4.5482,"After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.",en,False,"Science Fiction, Action, Adventure, Thriller",Science Fiction,4,"Summit Entertainment, Icon Productions, Infinity Features",Summit Entertainment,3,"['Canada', 'United States of America']",Canada,True,Paul McGuigan,2291,"Chris Evans, Dakota Fanning, Camilla Belle, Djimon Hounsou, Cliff Curtis","16828, 501, 38670, 938, 7248",Chris Evans,16828,2009,2,1,False,False,Break-even,1.3073263421052632,False,False,False,False,Mid-Budget,Standard,4,5,1.0,0.4,0.82
261023,Black Mass,53000000,99975678,123,2015-09-17,6.522,3453,4.5474,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",en,False,"Drama, Crime, History",Drama,3,"Vendian Entertainment, Infinitum Nihil, Head Gear Films, Cross Creek Pictures, Free State Pictures, RatPac Entertainment, Le Grisbi Productions",Vendian Entertainment,7,"['United Kingdom', 'United States of America']",United Kingdom,True,Scott Cooper,65167,"Johnny Depp, Joel Edgerton, Julianne Nicholson, Dakota Johnson, Kevin Bacon","85, 33192, 86034, 118545, 4724",Johnny Depp,85,2015,9,3,False,False,Break-even,1.8863335471698113,False,False,False,False,Major Studio,Long,3,5,1.0,0.4,0.82
9801,Bridget Jones: The Edge of Reason,40000000,265126918,108,2004-11-10,6.2,2931,4.3468,"Bridget Jones is working as a TV host and still dating her new love, barrister Mark Darcy, for a perfect six weeks. But Bridget is jealous of the time Mark spends with a gorgeous co-worker Rebecca and, despite a vacation meant to smooth things over, ends their relationship. On assignment in Thailand with her disreputable ex, Daniel Cleaver - claiming to be a reformed man - they have a short dalliance, and she is arrested at the airport and temporarily jailed on the false accusation of drug smuggling before Mark, seemingly indifferent, comes to the rescue.",en,False,"Comedy, Romance",Comedy,2,"StudioCanal, Miramax, Working Title Films",StudioCanal,3,"['United Kingdom', 'United States of America', 'France']",United Kingdom,True,Beeban Kidron,20237,"Renée Zellweger, Colin Firth, Hugh Grant, Jacinda Barrett, Jim Broadbent","9137, 5472, 3291, 6857, 388",Renée Zellweger,9137,2004,11,4,False,True,Hit,6.62817295,False,False,False,False,Mid-Budget,Standard,2,5,1.0,0.4,0.82
2662,House of 1000 Corpses,7000000,17949758,89,2003-04-11,6.184,1670,4.1795,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,en,False,Horror,Horror,1,Spectacle Entertainment Group,Spectacle Entertainment Group,1,['United States of America'],United States of America,True,Rob Zombie,16848,"Sid Haig, Bill Moseley, Sheri Moon Zombie, Karen Black, Erin Daniels","5695, 27737, 21319, 8963, 18662",Sid Haig,5695,2003,4,2,False,False,Hit,2.564251142857143,False,False,False,False,Independent,Short,1,5,1.0,0.4,0.82
255343,Escobar: Paradise Lost,17000000,3758328,120,2014-10-11,6.282,788,4.1837,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.",en,False,"Thriller, Romance",Thriller,2,"Chapter 2, Orange Studio, Pathé, Roxbury, Paradise Lost Film, Nexus Factory, Jouror Développement, uMedia, uFund",Chapter 2,9,"['France', 'Spain', 'Belgium']",France,False,Andrea Di Stefano,40541,"Benicio del Toro, Josh Hutcherson, Brady Corbet, Claudia Traisac, Carlos Bardem","1121, 27972, 55493, 1261473, 78882",Benicio del Toro,1121,2014,10,4,False,False,Flop,0.2210781176470588,False,False,False,False,Mid-Budget,Standard,2,5,1.0,0.4,0.82
